,energy,unc_en,intensity,unc_i,symbol,target_abundance,target_unc_a,target_n,target_z,product_half_life_sec,product_unc_hls,product_n,product_z,thermal_xs_mb,thermal_unc_xs_mb,thermal_xs_lib,thermal_xs_unc_lib,atom_count,A0,A_decayed,decays_during_count,n_gamma
1194,52.22,,1.5199236629435533,0.035559082532673,Dy,28.26,0.054,98,66,8395.2,14.4,99,66,2652815.0,,endf,MISSING_COVARIANCE,1.492397658311262e+18,1017987987.5003626,968786808.8211868,1620424005984.3474,24629207906.973957
1195,52.791,,1.915103815308877,0.0441552262232719,Dy,28.26,0.054,98,66,8395.2,14.4,99,66,2652815.0,,endf,MISSING_COVARIANCE,1.492397658311262e+18,1017987987.5003626,968786808.8211868,1620424005984.3474,31032801962.78718
1196,53.478,,0.3951801523653238,0.0119679115566425,Dy,28.26,0.054,98,66,8395.2,14.4,99,66,2652815.0,,endf,MISSING_COVARIANCE,1.492397658311262e+18,1017987987.5003626,968786808.8211868,1620424005984.3474,6403594055.813227
1197,53.982,,1.58,0.04,Dy,28.26,0.054,98,66,8395.2,14.4,99,66,2652815.0,,endf,MISSING_COVARIANCE,1.492397658311262e+18,1017987987.5003626,968786808.8211868,1620424005984.3474,25602699294.552692
1198,53.982,,0.0579190000047215,0.0067066439314596,Dy,28.26,0.054,98,66,8395.2,14.4,99,66,2652815.0,,endf,MISSING_COVARIANCE,1.492397658311262e+18,1017987987.5003626,968786808.8211868,1620424005984.3474,938533380.1025825
1199,54.577,,0.0729779400059491,0.0084454076722422,Dy,28.26,0.054,98,66,8395.2,14.4,99,66,2652815.0,,endf,MISSING_COVARIANCE,1.492397658311262e+18,1017987987.5003626,968786808.8211868,1620424005984.3474,1182552058.929254
1200,54.577,,1.99,0.05,Dy,28.26,0.054,98,66,8395.2,14.4,99,66,2652815.0,,endf,MISSING_COVARIANCE,1.492397658311262e+18,1017987987.5003626,968786808.8211868,1620424005984.3474,32246437719.088516
1201,55.293,,0.0150589400012275,0.0017676115486439,Dy,28.26,0.054,98,66,8395.2,14.4,99,66,2652815.0,,endf,MISSING_COVARIANCE,1.492397658311262e+18,1017987987.5003626,968786808.8211868,1620424005984.3474,244018678.82667
1202,55.293,,0.41,0.012,Dy,28.26,0.054,98,66,8395.2,14.4,99,66,2652815.0,,endf,MISSING_COVARIANCE,1.492397658311262e+18,1017987987.5003626,968786808.8211868,1620424005984.3474,6643738424.535824
1203,14.89,,0.001178,6e-06,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,18.236246713110795
1204,24.38,,0.025327,0.0011850421933416,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,392.0793043318821
1205,66.0518,0.0008,1.111443,0.0090555808759018,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,17205.898773820034
1206,81.15,0.09,0.0084816,0.0006493386250639,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,131.30097633439775
1207,96.734,0.0009,3.448595,0.0249150180614022,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,53386.61225263185
1208,121.1155,0.0011,17.20469,0.1244376928426431,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,266340.38324498315
1209,136.0001,0.0006,58.5466,0.4191103553958074,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,906341.4616416064
1210,198.606,0.0012,1.49606,0.0108025019787084,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,23160.033325650707
1211,249.4,0.3,8.835e-06,1.7675729122e-06,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,0.13677185034833095
1212,264.6576,0.0009,58.9,0.420392970921256,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,911812.3356555396
1213,279.5422,0.001,25.02072,0.1817468844299676,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,387337.8801864733
1214,303.9236,0.001,1.314648,0.0097361717322569,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,20351.651331831647
1215,373.86,0.06,0.0025327,0.0001185042193341,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,39.20793043318821
1216,400.6572,0.0008,11.41482,0.0827615224606217,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,176709.2306500436
1217,419.08,0.04,0.012369,0.0002438777562632,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,191.48059048766336
1218,468.6,0.4,0.00036518,5.89293611029e-05,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,5.653236481064346
1219,542.4,0.4,1.2958e-05,1.768232168e-06,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,0.20059871384421873
1220,557.8,0.9,9.424e-07,2.945391145e-07,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,0.014588997370488634
1221,572.4,0.03,0.0361646,0.0003985237759532,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,559.8527740925014
1222,617.67,0.07,0.00450585,9.12821176353e-05,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,69.75364367764878
1223,821.6,0.2,0.000137237,8.8626083068e-06,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,2.1245227420774073
1224,1.32,,2.05,0.07,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,31735.403872561226
1225,10.509,,16.53,0.22,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,255895.7200065547
1226,10.544,,32.1,0.4,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,496929.9825898612
1227,11.773,,7.33,0.11,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,113473.41970042625
1228,11.791,,7.61,0.11,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,117808.01144887364
1229,11.861,,0.277,0.009,Se,0.86,0.03,40,34,10348992.0,4320.0,41,34,51802.68,,endf,MISSING_COVARIANCE,6.887022677659574e+16,860.1244536403253,860.0898890647189,1548068.4815883527,4288.149693999738
1230,95.73,0.03,9.54,0.14,Se,23.69,0.22,44,34,10319114793691.584,883593927288.576,45,34,430.0099,,endf,MISSING_COVARIANCE,1.897134502718085e+18,0.00019727044742233948,0.00019727044741438894,0.35508691494612915,0.03387529168586072
1231,1.426,,1.774097514,0.059866133532575,Se,23.69,0.22,44,34,10319114793691.584,883593927288.576,45,34,430.0099,,endf,MISSING_COVARIANCE,1.897134502718085e+18,0.00019727044742233948,0.00019727044741438894,0.35508691494612915,0.006299588130598572
1232,11.183,,12.203674152099405,0.277358548741937,Se,23.69,0.22,44,34,10319114793691.584,883593927288.576,45,34,430.0099,,endf,MISSING_COVARIANCE,1.897134502718085e+18,0.00019727044742233948,0.00019727044741438894,0.35508691494612915,0.04333365005676796
1233,11.223,,23.65970172954518,0.5253549810974018,Se,23.69,0.22,44,34,10319114793691.584,883593927288.576,45,34,430.0099,,endf,MISSING_COVARIANCE,1.897134502718085e+18,0.00019727044742233948,0.00019727044741438894,0.35508691494612915,0.08401250495689794
1234,12.546,,5.521099146331575,0.1302836059604936,Se,23.69,0.22,44,34,10319114793691.584,883593927288.576,45,34,430.0099,,endf,MISSING_COVARIANCE,1.897134502718085e+18,0.00019727044742233948,0.00019727044741438894,0.35508691494612915,0.01960470062982586
1235,12.571,,5.831384918355409,0.1372850734075135,Se,23.69,0.22,44,34,10319114793691.584,883593927288.576,45,34,430.0099,,endf,MISSING_COVARIANCE,1.897134502718085e+18,0.00019727044742233948,0.00019727044741438894,0.35508691494612915,0.020706484805222077
1236,12.652,,0.3102857720238345,0.0119040041197051,Se,23.69,0.22,44,34,10319114793691.584,883593927288.576,45,34,430.0099,,endf,MISSING_COVARIANCE,1.897134502718085e+18,0.00019727044742233948,0.00019727044741438894,0.35508691494612915,0.0011017841753962136
1237,102.968,0.01,12.81,0.16,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,206829352.77184188
1238,178.416,0.024,0.006164,0.0005323758071137,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,99523.50745399168
1239,201.0,,0.0038,0.0011,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,61354.530876893
1240,260.305,0.012,0.074,0.024,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,1194798.7591816003
1241,275.93,0.05,0.075,0.024,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,1210944.6883597302
1242,275.99,0.01,0.67,0.0504469027790606,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,10817772.549346922
1243,290.1,0.1,0.01608,0.0035584406697316,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,259626.54118432614
1244,290.138,0.013,0.56414,0.0424398350609424,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,9108564.486550108
1245,491.3,,9e-05,2.6e-05,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,1453.1336260316762
1246,538.189,0.014,0.048106,0.0036205056276713,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,776716.0690431091
1247,552.455,0.014,0.09112,0.0068329276302328,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,1471217.0667111815
1248,566.123,0.014,0.21306,0.0160265436074033,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,3440051.670692321
1249,649.99,0.019,0.025393,0.0019138571002036,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,409993.57962024835
1250,766.9,0.5,0.00061,0.00017,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,9849.016798659139
1251,789.1,0.5,0.002546,0.000385129848233,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,41107.535687518306
1252,789.254,0.019,0.0116,0.0029,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,187292.7784663049
1253,828.33,0.17,0.29145,0.0220064763194837,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,4705731.058965911
1254,835.5,0.5,0.000737,0.0003394849039353,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,11899.549804281616
1255,1105.0,1.0,,,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,
1256,1352.0,,0.001407,0.0004806100290256,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,22717.322353628537
1257,1.426,,2.271834285,0.1261049631911414,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,36680875.47005701
1258,1.535,,0.00036,3e-05,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,5812.534504126705
1259,1.535,,8.47592271174e-05,2.16485937162e-05,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,1368.5164782305535
1260,11.183,,16.025555264012233,0.7190061739141491,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,258747480.3329457
1261,11.223,,31.06932001553361,1.3858053291385948,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,501643040.58345425
1262,11.879,,0.00252,0.00021,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,40687.74152888694
1263,11.879,,0.0006157183269149,0.0001709494311756,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,9941.344500044506
1264,11.925,,0.0049,0.0004,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,79115.05297283569
1265,11.925,,0.0011884159948174,0.0003299046736526,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,19188.080486478335
1266,12.546,,7.250167317226049,0.3285276408629407,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,117060688.03352264
1267,12.571,,7.657626720454154,0.3467719251559083,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,123639498.70100664
1268,12.652,,0.407459403228104,0.022199197355559,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,6578810.667483973
1269,13.345,,0.00115,0.0001,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,18567.818554849197
1270,13.345,,0.0002818750523092,7.82846685837e-05,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,4551.134631665957
1271,13.377,,0.00124,0.0001,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,20020.95218088087
1272,13.377,,0.0003036358063475,8.43257528591e-05,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,4902.4822252310505
1273,13.469,,8.9e-05,8e-06,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,1436.9876968535464
1274,13.469,,2.17607540382e-05,6.0782501703e-06,Se,49.8,0.36,46,34,1107.0,7.2,47,34,610.0134,,endf,MISSING_COVARIANCE,3.988066620319149e+18,2177420.20846327,1495486.0284785482,1614592917.8129735,351.34759356347786
1275,188.9,0.1,0.1751,0.0174921239419345,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,39822.537154814934
1276,208.4,0.01,1.76276,0.0369510486995971,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,400899.9177328474
1277,225.22,0.01,29.495,0.5944773250511747,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,6707971.064427564
1278,231.5,0.1,0.3162,0.0185567669597912,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,71912.54282325803
1279,260.584,0.022,0.244288,0.0091920663618144,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,55557.7838747883
1280,263.68,0.04,0.20473,0.012578779312795,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,46561.21091779133
1281,296.232,0.023,0.285928,0.0106118659999078,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,65027.86067162721
1282,322.07,0.04,0.153374,0.0104684824592679,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,34881.449535023334
1283,322.2,0.3,0.0255,0.0255070578467999,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,5799.398614778873
1284,329.599,0.018,0.44416,0.0102294015465226,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,101014.1524996151
1285,340.316,0.016,0.474696,0.0103003425185767,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,107958.87548396361
1286,356.69,0.05,17.0,1.095627673984187,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,3866265.7431859164
1287,356.73,0.01,69.4,0.8553572353116562,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,15783461.328064859
1288,371.66,0.12,0.0952,0.0121089883970544,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,21651.08816184113
1289,371.671,0.014,0.595452,0.0099900242241948,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,135422.09819479648
1290,389.293,0.015,0.65583,0.0101844051863621,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,149153.70955021292
1291,391.5,0.2,0.119,0.0155540991381693,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,27063.86020230141
1292,415.112,0.014,1.61702,0.0181211726993591,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,367754.64894391113
1293,433.03,0.05,0.164478,0.0084118849849483,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,37406.80334751371
1294,439.39,0.03,0.18391,0.0091187778238095,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,41826.172519371874
1295,442.4,0.1,0.0629,0.0119916804493782,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,14305.18324978789
1296,442.494,0.014,1.0757,0.0158970720574576,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,244643.65058500532
1297,451.666,0.01,1.02018,0.0157059511014137,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,232016.88152255342
1298,457.592,0.01,3.52552,0.043002906878489,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,801799.8354656948
1299,472.82,0.04,0.168642,0.0084161635559202,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,38353.811027197604
1300,485.894,0.014,2.33878,0.0267842285683198,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,531902.6467557857
1301,502.27,0.06,0.123532,0.0097566775082504,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,28094.561163955448
1302,510.1,0.1,0.204,0.0681692012568725,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,46395.18891823098
1303,510.204,0.014,42.8198,0.5182289165996047,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,9738395.639416017
1304,553.608,0.017,3.56716,0.0431807827627059,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,811269.9122625336
1305,559.99,0.05,0.15268,0.0084003323743766,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,34723.61492174269
1306,572.015,0.01,4.45548,0.0525766069654556,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,1013298.2172617638
1307,573.71,0.07,0.129778,0.0097608852569836,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,29515.072683481285
1308,593.58,0.014,0.75646,0.0088241770154502,Se,8.82,0.15,48,34,1338.0,12.0,49,34,44.413639999999994,,endf,MISSING_COVARIANCE,7.063202327553192e+17,26510.973507931234,19428.293080281754,22742739.665799506,172039.72847590694
