,energy,unc_en,intensity,unc_i,symbol,target_abundance,target_unc_a,target_n,target_z,product_half_life_sec,product_unc_hls,product_n,product_z,thermal_xs_mb,thermal_unc_xs_mb,thermal_xs_lib,thermal_xs_unc_lib,atom_count,A0,A_decayed,decays_during_count,n_gamma
721,2899.61,0.16,0.06678,0.00190882162603,La,99.91119,0.00071,82,57,145029.312,18.144,83,57,9039.293000000001,233.37999999999997,endf,irdff,2.8263409097923465e+19,4358131.916582433,4345652.371608781,7788624064.223253,5201243.150088289
722,3118.51,0.16,0.024804,0.000954226723583,La,99.91119,0.00071,82,57,145029.312,18.144,83,57,9039.293000000001,233.37999999999997,endf,irdff,2.8263409097923465e+19,4358131.916582433,4345652.371608781,7788624064.223253,1931890.3128899357
723,3320.4,0.6,0.003816,0.0002862178890286,La,99.91119,0.00071,82,57,145029.312,18.144,83,57,9039.293000000001,233.37999999999997,endf,irdff,2.8263409097923465e+19,4358131.916582433,4345652.371608781,7788624064.223253,297213.89429075934
724,5.41,,0.39,0.1,La,99.91119,0.00071,82,57,145029.312,18.144,83,57,9039.293000000001,233.37999999999997,endf,irdff,2.8263409097923465e+19,4358131.916582433,4345652.371608781,7788624064.223253,30375633.85047069
725,34.279,,0.5836925385786633,0.006993313412666,La,99.91119,0.00071,82,57,145029.312,18.144,83,57,9039.293000000001,233.37999999999997,endf,irdff,2.8263409097923465e+19,4358131.916582433,4345652.371608781,7788624064.223253,45461617.52081337
726,34.72,,1.0690339534407751,0.0118360545521875,La,99.91119,0.00071,82,57,145029.312,18.144,83,57,9039.293000000001,233.37999999999997,endf,irdff,2.8263409097923465e+19,4358131.916582433,4345652.371608781,7788624064.223253,83263035.75240542
727,39.366,,0.3219785342905494,0.0049941680924712,La,99.91119,0.00071,82,57,145029.312,18.144,83,57,9039.293000000001,233.37999999999997,endf,irdff,2.8263409097923465e+19,4358131.916582433,4345652.371608781,7788624064.223253,25077697.60338705
728,39.753,,0.4037610820003489,0.0060522302823404,La,99.91119,0.00071,82,57,145029.312,18.144,83,57,9039.293000000001,233.37999999999997,endf,irdff,2.8263409097923465e+19,4358131.916582433,4345652.371608781,7788624064.223253,31447432.79464736
729,40.229,,0.0817825477097995,0.0020496082782812,La,99.91119,0.00071,82,57,145029.312,18.144,83,57,9039.293000000001,233.37999999999997,endf,irdff,2.8263409097923465e+19,4358131.916582433,4345652.371608781,7788624064.223253,6369735.191260306
730,58.603,0.007,2.07,0.03,Co,100.0,,32,27,166344192.0,12096.0,33,27,37173.5,249.39000000000004,endf,irdff,3.295505735496241e+19,18376.914196101374,18376.868250798976,33078238.79959853,684719.5431516896
731,347.14,0.07,0.0075,0.0004,Co,100.0,,32,27,166344192.0,12096.0,33,27,37173.5,249.39000000000004,endf,irdff,3.295505735496241e+19,18376.914196101374,18376.868250798976,33078238.79959853,2480.8679099698898
732,826.1,0.03,0.0078,0.0009,Co,100.0,,32,27,166344192.0,12096.0,33,27,37173.5,249.39000000000004,endf,irdff,3.295505735496241e+19,18376.914196101374,18376.868250798976,33078238.79959853,2580.1026263686854
733,826.1,0.03,0.0076,0.0008,Co,100.0,,32,27,166344192.0,12096.0,33,27,37173.5,249.39000000000004,endf,irdff,3.295505735496241e+19,18376.914196101374,18376.868250798976,33078238.79959853,2513.9461487694884
734,1173.228,0.003,99.85,0.03,Co,100.0,,32,27,166344192.0,12096.0,33,27,37173.5,249.39000000000004,endf,irdff,3.295505735496241e+19,18376.914196101374,18376.868250798976,33078238.79959853,33028621.44139913
735,1332.492,0.004,0.25,0.03,Co,100.0,,32,27,166344192.0,12096.0,33,27,37173.5,249.39000000000004,endf,irdff,3.295505735496241e+19,18376.914196101374,18376.868250798976,33078238.79959853,82695.59699899632
736,1332.492,0.004,99.9826,0.0006,Co,100.0,,32,27,166344192.0,12096.0,33,27,37173.5,249.39000000000004,endf,irdff,3.295505735496241e+19,18376.914196101374,18376.868250798976,33078238.79959853,33072483.186047405
737,2158.57,0.03,0.0012,0.0002,Co,100.0,,32,27,166344192.0,12096.0,33,27,37173.5,249.39000000000004,endf,irdff,3.295505735496241e+19,18376.914196101374,18376.868250798976,33078238.79959853,396.93886559518234
738,2158.57,0.03,0.00075,9e-05,Co,100.0,,32,27,166344192.0,12096.0,33,27,37173.5,249.39000000000004,endf,irdff,3.295505735496241e+19,18376.914196101374,18376.868250798976,33078238.79959853,248.08679099698898
739,2505.692,0.005,2e-06,4e-07,Co,100.0,,32,27,166344192.0,12096.0,33,27,37173.5,249.39000000000004,endf,irdff,3.295505735496241e+19,18376.914196101374,18376.868250798976,33078238.79959853,0.6615647759919706
740,0.8,,0.9340234092,0.0653315375645121,Co,100.0,,32,27,166344192.0,12096.0,33,27,37173.5,249.39000000000004,endf,irdff,3.295505735496241e+19,18376.914196101374,18376.868250798976,33078238.79959853,308958.49373932736
741,0.874,,0.0003292582747165,1.59917846112e-05,Co,100.0,,32,27,166344192.0,12096.0,33,27,37173.5,249.39000000000004,endf,irdff,3.295505735496241e+19,18376.914196101374,18376.868250798976,33078238.79959853,108.91283837816202
742,6.915,,9.410733783957236,0.135694550139442,Co,100.0,,32,27,166344192.0,12096.0,33,27,37173.5,249.39000000000004,endf,irdff,3.295505735496241e+19,18376.914196101374,18376.868250798976,33078238.79959853,3112904.9938518694
743,6.93,,18.39471028920492,0.2495397011470561,Co,100.0,,32,27,166344192.0,12096.0,33,27,37173.5,249.39000000000004,endf,irdff,3.295505735496241e+19,18376.914196101374,18376.868250798976,33078238.79959853,6084646.195957525
744,7.461,,0.0033076588035486,4.88676153904e-05,Co,100.0,,32,27,166344192.0,12096.0,33,27,37173.5,249.39000000000004,endf,irdff,3.295505735496241e+19,18376.914196101374,18376.868250798976,33078238.79959853,1094.1152777137495
745,7.478,,0.006455227953842,9.00194876203e-05,Co,100.0,,32,27,166344192.0,12096.0,33,27,37173.5,249.39000000000004,endf,irdff,3.295505735496241e+19,18376.914196101374,18376.868250798976,33078238.79959853,2135.275717630295
746,7.677,,3.814906926837848,0.0644504782378174,Co,100.0,,32,27,166344192.0,12096.0,33,27,37173.5,249.39000000000004,endf,irdff,3.295505735496241e+19,18376.914196101374,18376.868250798976,33078238.79959853,1261904.023241849
747,8.296,,0.0013453257951684,2.31049627767e-05,Co,100.0,,32,27,166344192.0,12096.0,33,27,37173.5,249.39000000000004,endf,irdff,3.295505735496241e+19,18376.914196101374,18376.868250798976,33078238.79959853,445.01007915840114
748,142.528,0.008,62.0,2.0,Sc,100.0,,24,21,7239456.0,3456.0,25,21,27158.58,5902.300000000025,endf,irdff,3.817755397722217e+19,357324.1279392658,357303.60116782977,643091064.5948607,398716460.04881364
749,889.277,0.003,99.984,0.001,Sc,100.0,,24,21,7239456.0,3456.0,25,21,27158.58,5902.300000000025,endf,irdff,3.817755397722217e+19,357324.1279392658,357303.60116782977,643091064.5948607,642988170.0245255
750,1120.545,0.004,99.987,0.001,Sc,100.0,,24,21,7239456.0,3456.0,25,21,27158.58,5902.300000000025,endf,irdff,3.817755397722217e+19,357324.1279392658,357303.60116782977,643091064.5948607,643007462.7564633
751,2010.0,,1.3e-05,1e-05,Sc,100.0,,24,21,7239456.0,3456.0,25,21,27158.58,5902.300000000025,endf,irdff,3.817755397722217e+19,357324.1279392658,357303.60116782977,643091064.5948607,83.60183839733189
752,0.422,,0.15188120656,0.0310168415455776,Sc,100.0,,24,21,7239456.0,3456.0,25,21,27158.58,5902.300000000025,endf,irdff,3.817755397722217e+19,357324.1279392658,357303.60116782977,643091064.5948607,976734.4681862234
753,0.477,,0.0001229543222599,2.45459923583e-05,Sc,100.0,,24,21,7239456.0,3456.0,25,21,27158.58,5902.300000000025,endf,irdff,3.817755397722217e+19,357324.1279392658,357303.60116782977,643091064.5948607,790.7082599865865
754,4.086,,1.9465534098701531,0.0852464114342977,Sc,100.0,,24,21,7239456.0,3456.0,25,21,27158.58,5902.300000000025,endf,irdff,3.817755397722217e+19,357324.1279392658,357303.60116782977,643091064.5948607,12518111.04644153
755,4.091,,3.840113256796515,0.1671021975740305,Sc,100.0,,24,21,7239456.0,3456.0,25,21,27158.58,5902.300000000025,endf,irdff,3.817755397722217e+19,357324.1279392658,357303.60116782977,643091064.5948607,24695425.224781085
756,4.474,,0.7632613333333335,0.0353438495219971,Sc,100.0,,24,21,7239456.0,3456.0,25,21,27158.58,5902.300000000025,endf,irdff,3.817755397722217e+19,357324.1279392658,357303.60116782977,643091064.5948607,4908465.434174262
757,4.505,,0.0015545485847293,3.89646583438e-05,Sc,100.0,,24,21,7239456.0,3456.0,25,21,27158.58,5902.300000000025,endf,irdff,3.817755397722217e+19,357324.1279392658,357303.60116782977,643091064.5948607,9997.163043179993
758,4.511,,0.0030625464632177,7.52660253096e-05,Sc,100.0,,24,21,7239456.0,3456.0,25,21,27158.58,5902.300000000025,endf,irdff,3.817755397722217e+19,357324.1279392658,357303.60116782977,643091064.5948607,19694.96265401896
759,4.947,,0.0006117650938529,1.71490072977e-05,Sc,100.0,,24,21,7239456.0,3456.0,25,21,27158.58,5902.300000000025,endf,irdff,3.817755397722217e+19,357324.1279392658,357303.60116782977,643091064.5948607,3934.2066548783628
760,9.183,,,,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,
761,17.195,0.021,0.28,0.1,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,2793.098291624413
762,18.055,0.018,0.095,0.034,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,947.6583489439971
763,25.65,0.02,13.74,0.29,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,137061.32331042652
764,42.81,0.05,0.0605,0.0016,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,603.5087380117034
765,44.08,0.17,0.00075,0.00027,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,7.48151328113682
766,53.2,0.8,0.48,0.06,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,4788.168499927564
767,58.57,0.0027,0.471,0.014,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,4698.390340553922
768,63.86,0.03,0.023,0.004,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,229.43307395486246
769,68.5,0.1,0.00598,0.00029,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,59.65259922826424
770,72.751,0.0029,0.26,0.007,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,2593.5912707940975
771,73.0,0.1,0.0068,0.0027218376145538,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,67.83238708230716
772,77.69,,0.0043,0.0007,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,42.894009478517766
773,81.228,0.0021,0.904,0.034,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,9017.717341530246
774,82.087,0.0022,0.422,0.021,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,4209.59813951965
775,84.214,0.0022,6.8,0.1,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,67832.38708230716
776,89.95,0.02,1.02,0.034,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,10174.858062346075
777,93.02,0.04,0.048,0.005,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,478.8168499927565
778,99.278,0.0036,0.135,0.007,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,1346.6723906046275
779,102.27,0.0024,0.449,0.014,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,4478.932617640576
780,105.79,0.03,0.008,0.0007,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,79.80280833212608
781,106.61,0.03,0.0182,0.0008,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,181.55138895558682
782,115.63,0.03,0.00102,0.00027,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,10.174858062346075
783,116.83,0.02,0.0228,0.0014,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,227.43800374655933
784,124.927,0.018,0.0598,0.0016,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,596.5259922826424
785,134.03,0.02,0.0258,0.0007,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,257.3640568711066
786,135.67,0.011,0.0809,0.0027,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,807.0058992586249
787,136.75,0.07,0.00449,0.00021,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,44.78932617640576
788,140.54,0.04,0.00075,7e-05,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,7.48151328113682
789,145.06,0.04,0.00592,0.00041,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,59.0540781657733
790,145.94,0.02,0.0326,0.0014,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,325.19644395341373
791,163.101,0.0054,0.158,0.006,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,1576.10546455949
792,165.0,0.05,0.00354,0.00015,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,35.31274268696579
793,169.65,0.03,0.00136,7e-05,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,13.566477416461433
794,174.15,0.02,0.0182,0.0007,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,181.55138895558682
795,177.66,,6.5e-05,1.4e-05,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,0.6483978176985242
796,183.489,0.02,0.034,0.0014,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,339.16193541153586
797,188.76,0.02,0.00333,0.00014,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,33.21791896824748
798,217.94,0.03,0.0408,0.0009,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,406.994322493843
799,236.04,0.06,0.0095,0.0004,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,94.7658348943997
800,240.27,0.05,0.000306,3.4e-05,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,3.0524574187038223
801,242.51,0.04,0.00086,4e-05,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,8.578801895703553
802,249.6,0.07,0.00082,7e-05,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,8.179787854042923
803,250.45,0.07,0.00068,7e-05,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,6.783238708230717
804,267.72,0.09,0.00148,0.0001,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,14.763519541443324
805,274.1,0.1,3.5e-05,1e-05,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,0.3491372864530516
806,308.78,0.07,0.00044,6e-05,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,4.389154458266934
807,311.0,0.05,0.0032,0.00014,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,31.921123332850428
808,317.87,0.08,0.000102,1.7e-05,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,1.0174858062346075
809,320.15,0.08,0.00016,4e-05,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,1.5960561666425217
810,351.8,0.1,6.8e-05,1.4e-05,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,0.6783238708230716
811,16.228,,56.0,3.0,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,558619.6583248826
812,92.282,,0.35,0.04,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,3491.3728645305155
813,95.865,,0.56,0.06,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,5586.196583248826
814,108.373,,0.199,0.021,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,1985.0948572616362
815,109.74,,0.27,0.03,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,2693.344781209255
816,111.482,,0.067,0.007,Th,0.02,0.02,140,90,92052.0,288.0,141,90,23405.89,,endf,MISSING_COVARIANCE,895387204768184.5,560.4768557433542,557.9503489485492,997535.104151576,668.3485197815559
817,6.68,0.05,0.01,1e-06,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,2361625.811292365
818,8.22,0.05,0.008,8e-07,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,1889300.649033892
819,17.4,0.05,,,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,
820,29.36,0.04,2.17,0.07,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,512472801.0504432
821,36.32,0.02,0.00014,3e-05,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,33062.76135809311
822,45.08,0.1,,,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,
823,46.53,0.04,,,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,
824,57.13,0.04,0.0498,0.0015,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,11760896.540235976
825,63.93,0.06,0.001,1e-08,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,236162.5811292365
826,70.49,0.1,0.001,1e-08,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,236162.5811292365
827,74.7,0.2,0.0402,0.0017,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,9493735.761395307
828,80.0,,,,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,
829,86.5,0.05,1.843,0.019,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,435247637.02118284
830,87.8,0.2,0.1698,0.0019,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,40100406.275744356
831,90.1,,,,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,
832,94.68,0.05,0.775,0.008,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,183026000.37515828
833,105.2,0.1,0.029,0.0,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,6848714.8527478585
834,108.7,,0.0018,0.0003,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,425092.6460326257
835,115.44,0.2,0.0003,0.0007,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,70848.77433877093
836,117.5,0.2,0.0029,0.0003,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,684871.4852747858
837,131.1,0.1,0.0508,0.001,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,11997059.121365214
838,134.276,0.02,0.0018,0.0005,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,425092.6460326257
839,143.32,0.06,0.0114,0.0007,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,2692253.424873296
840,147.5,,0.0018,0.0006,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,425092.6460326257
841,151.5,0.2,0.0067,0.0003,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,1582289.2935658845
842,153.5,0.1,0.0407,0.0006,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,9611817.051959926
843,155.242,0.02,0.0023,0.0003,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,543173.9365972439
844,162.504,0.012,0.1305,0.0052,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,30819216.83736536
845,162.504,0.012,0.0369,0.0052,Th,99.98,0.02,142,90,1309.8,2.4,143,90,7336.0380000000005,93.893,endf,irdff,4.476040636636154e+18,27950203.839449435,20346400.671682514,23616258112.92365,8714399.243668826
